T4 - 9Sep_Map_MIDDAY,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column19,Column21,Column24,Column25
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI
14,30,1.60156,41.24414825,-7.114748955,-95.27,-576.53,-95.56,-575.45,153,37.43,34.4,1002.5,17.5,255,0.67,0.02
14,30,1.89844,41.24414063,-7.114752293,-95.52,-577.12,-95.99,-576.14,153,37.08,34.4,1002.5,17.5,245,0.0744,0.11
14,30,2.20313,41.24414063,-7.114753246,-95.58,-577.12,-95.98,-576.1,153,37.08,34.4,1002.5,17.5,249,0.0744,0.11
14,30,2.39844,41.24414063,-7.1147542,-95.7,-577.13,-96.05,-576.06,153,37.08,34.4,1002.5,17.5,252,0.0744,0.11
14,30,2.70313,41.24414063,-7.114756107,-95.83,-577.14,-96.35,-576.09,153,37.08,34.4,1002.5,17.5,244,0.58,0.07
14,30,3,41.24414063,-7.114756107,-95.83,-577.14,-96.19,-576,153,37.26,34.4,1002.5,17.5,253,0.58,0.07
14,30,3.29688,41.24414063,-7.114758492,-96.01,-577.16,-96.49,-576.05,153,37.26,34.4,1002.6,17.5,247,0.72,0.07
14,30,3.60156,41.24414063,-7.114761353,-96.32,-576.85,-96.88,-575.8,152.9,37.26,34.4,1002.6,17.5,242,0.72,0.08
14,30,3.79688,41.24414063,-7.114762306,-96.38,-576.86,-96.85,-575.77,152.9,37.09,34.4,1002.6,17.5,247,0.72,0.08
14,30,4.10156,41.24414063,-7.11476326,-96.51,-576.87,-97.06,-575.81,152.9,37.09,34.4,1002.6,17.5,243,0.72,0.08
14,30,4.29688,41.24414063,-7.11476326,-96.51,-576.87,-96.88,-575.74,152.9,37.09,34.4,1002.6,17.4,252,0.72,0.08
14,30,4.60156,41.24414063,-7.114765644,-96.69,-576.88,-97.01,-575.78,152.9,37.49,34.4,1002.6,17.4,254,0.72,0.08
